date,service,cost,account_id,region
2023-02-24,Lambda,155.07,A6791,us-west-2
2023-02-24,S3,12.83,A2104,eu-central-1
2023-02-24,CloudWatch,97.59,A5025,us-east-1
2023-02-24,EC2,182.0,A6965,us-west-2
2023-02-24,EC2,139.88,A3533,us-east-1
2023-02-24,EC2,127.77,A7102,eu-central-1
2023-02-24,CloudWatch,166.82,A2657,us-west-2
2023-02-24,Lambda,89.3,A7683,us-east-1
2023-02-24,RDS,113.5,A9691,eu-central-1
2023-02-24,CloudWatch,91.52,A2360,us-west-2
2023-02-24,S3,29.43,A5678,eu-central-1
2023-02-24,CloudWatch,91.38,A4420,us-east-1
2023-02-25,CloudWatch,11.37,A4479,us-east-1
2023-02-25,RDS,150.36,A7393,us-east-1
2023-02-25,EC2,198.18,A8064,us-west-2
2023-02-25,Lambda,86.06,A3434,us-west-2
2023-02-25,RDS,66.04,A5784,us-east-1
2023-02-25,S3,152.35,A7996,us-west-2
2023-02-25,S3,27.57,A4607,us-east-1
2023-02-25,CloudWatch,110.28,A2617,us-east-1
2023-02-25,EC2,181.24,A1892,us-west-2
2023-02-25,RDS,167.46,A6532,us-east-1
2023-02-25,EC2,153.85,A6575,us-west-2
2023-02-25,EC2,181.36,A1238,eu-central-1
2023-02-25,Lambda,137.68,A6692,us-east-1
2023-02-25,S3,149.16,A4305,eu-central-1
2023-02-26,Lambda,134.41,A4202,us-east-1
2023-02-26,EC2,157.52,A7398,eu-central-1
2023-02-26,CloudWatch,44.31,A6691,us-west-2
2023-02-26,RDS,75.13,A2902,eu-central-1
2023-02-26,RDS,93.0,A1713,eu-central-1
2023-02-26,CloudWatch,62.21,A8538,eu-central-1
2023-02-26,CloudWatch,120.4,A3100,eu-central-1
2023-02-27,CloudWatch,190.55,A5562,us-east-1
2023-02-27,Lambda,192.04,A3799,us-west-2
2023-02-27,RDS,119.31,A4088,us-east-1
2023-02-27,CloudWatch,54.69,A7088,us-east-1
2023-02-27,S3,14.06,A7527,eu-central-1
2023-02-27,CloudWatch,20.79,A9085,us-west-2
2023-02-27,EC2,199.67,A8382,us-west-2
2023-02-28,S3,86.72,A7991,eu-central-1
2023-02-28,CloudWatch,37.46,A7242,eu-central-1
2023-02-28,S3,71.32,A7167,eu-central-1
2023-02-28,Lambda,68.26,A6744,us-west-2
2023-02-28,S3,186.18,A6162,us-east-1
2023-02-28,Lambda,155.8,A5751,us-west-2
2023-02-28,Lambda,161.88,A5575,us-east-1
2023-03-01,CloudWatch,75.53,A1874,us-west-2
2023-03-01,EC2,36.75,A7904,eu-central-1
2023-03-01,S3,147.14,A2234,eu-central-1
2023-03-01,EC2,69.82,A4532,us-east-1
2023-03-01,Lambda,133.65,A3311,eu-central-1
2023-03-01,CloudWatch,116.48,A1275,us-east-1
2023-03-01,EC2,185.44,A1368,eu-central-1
2023-03-01,CloudWatch,87.48,A9315,us-east-1
2023-03-01,CloudWatch,192.83,A2782,us-west-2
2023-03-01,S3,172.29,A8876,us-west-2
2023-03-01,S3,155.03,A1978,us-east-1
2023-03-01,CloudWatch,102.49,A3063,us-east-1
2023-03-02,CloudWatch,139.48,A8676,eu-central-1
2023-03-02,RDS,26.93,A7920,eu-central-1
2023-03-02,CloudWatch,11.38,A3405,us-west-2
2023-03-02,EC2,64.04,A4601,us-west-2
2023-03-02,EC2,112.34,A7352,eu-central-1
2023-03-02,RDS,73.64,A5683,us-east-1
2023-03-02,RDS,129.19,A2245,eu-central-1
2023-03-02,EC2,57.26,A3491,us-east-1
2023-03-03,Lambda,188.39,A8716,eu-central-1
2023-03-03,RDS,158.88,A7894,eu-central-1
2023-03-03,EC2,128.92,A7925,us-west-2
2023-03-03,CloudWatch,118.04,A5624,us-east-1
2023-03-03,CloudWatch,7.27,A4877,eu-central-1
2023-03-03,CloudWatch,54.53,A4420,us-west-2
2023-03-03,S3,18.77,A1826,us-west-2
2023-03-03,EC2,75.18,A8101,us-east-1
2023-03-03,EC2,104.5,A7612,us-east-1
2023-03-03,Lambda,15.1,A3513,us-west-2
2023-03-03,CloudWatch,170.46,A7725,us-east-1
2023-03-03,S3,86.05,A8341,eu-central-1
2023-03-04,CloudWatch,111.88,A1943,us-west-2
2023-03-04,S3,190.26,A1874,eu-central-1
2023-03-04,EC2,53.6,A7701,eu-central-1
2023-03-04,RDS,153.13,A3828,eu-central-1
2023-03-04,CloudWatch,162.8,A1981,us-east-1
2023-03-04,CloudWatch,19.67,A4104,eu-central-1
2023-03-04,S3,176.47,A5962,eu-central-1
2023-03-04,S3,51.81,A3854,us-west-2
2023-03-04,RDS,62.62,A4388,us-east-1
2023-03-04,RDS,64.66,A6794,eu-central-1
2023-03-04,CloudWatch,78.98,A9626,us-east-1
2023-03-05,CloudWatch,56.95,A2462,us-east-1
2023-03-05,RDS,163.46,A9095,us-west-2
2023-03-05,RDS,134.23,A8092,eu-central-1
2023-03-05,Lambda,48.07,A5945,us-west-2
2023-03-05,S3,187.4,A6861,us-east-1
2023-03-05,RDS,16.48,A7743,us-east-1
2023-03-05,S3,187.64,A3678,us-west-2
2023-03-05,RDS,189.2,A6152,us-east-1
2023-03-06,EC2,176.74,A1847,us-west-2
2023-03-06,CloudWatch,98.93,A5131,eu-central-1
2023-03-06,S3,85.37,A1431,eu-central-1
2023-03-06,CloudWatch,78.91,A4073,us-east-1
2023-03-06,CloudWatch,96.79,A9133,eu-central-1
2023-03-06,RDS,69.32,A5220,eu-central-1
2023-03-06,S3,141.92,A4192,us-west-2
2023-03-06,EC2,35.43,A6061,us-west-2
2023-03-06,CloudWatch,171.58,A9016,us-east-1
2023-03-06,CloudWatch,137.19,A3665,us-west-2
2023-03-07,CloudWatch,113.5,A2914,eu-central-1
2023-03-07,EC2,190.84,A7246,us-east-1
2023-03-07,RDS,50.97,A1590,us-west-2
2023-03-07,RDS,99.05,A4662,eu-central-1
2023-03-07,Lambda,56.81,A7053,eu-central-1
2023-03-07,EC2,122.02,A2446,us-east-1
2023-03-07,Lambda,71.65,A1223,us-east-1
2023-03-07,S3,189.35,A3084,us-west-2
2023-03-07,RDS,55.29,A8906,us-west-2
2023-03-07,EC2,116.11,A6344,us-east-1
2023-03-07,RDS,151.5,A6308,eu-central-1
2023-03-07,CloudWatch,81.37,A3456,us-west-2
2023-03-07,CloudWatch,50.38,A9051,eu-central-1
2023-03-07,Lambda,100.86,A2779,eu-central-1
2023-03-08,S3,126.74,A1911,us-east-1
2023-03-08,S3,61.69,A1481,us-east-1
2023-03-08,Lambda,9.63,A8897,us-east-1
2023-03-08,S3,156.04,A1755,us-east-1
2023-03-08,EC2,101.36,A5888,eu-central-1
2023-03-08,Lambda,104.17,A6780,us-west-2
2023-03-08,RDS,44.33,A8694,us-west-2
2023-03-08,RDS,190.06,A6676,eu-central-1
2023-03-08,RDS,186.21,A4241,us-west-2
2023-03-08,Lambda,58.92,A5357,us-west-2
2023-03-08,S3,196.59,A7821,eu-central-1
2023-03-08,RDS,75.32,A4685,us-east-1
2023-03-09,Lambda,12.88,A6965,eu-central-1
2023-03-09,EC2,108.3,A9665,us-east-1
2023-03-09,RDS,20.89,A8881,eu-central-1
2023-03-09,Lambda,176.82,A3936,us-east-1
2023-03-09,S3,45.8,A7033,eu-central-1
2023-03-09,RDS,102.09,A8777,us-west-2
2023-03-09,Lambda,175.46,A6387,eu-central-1
2023-03-09,EC2,184.99,A8293,us-east-1
2023-03-09,S3,86.55,A1770,us-west-2
2023-03-09,S3,152.85,A7787,eu-central-1
2023-03-09,CloudWatch,104.48,A6431,eu-central-1
2023-03-09,RDS,173.22,A7962,us-west-2
2023-03-10,Lambda,92.27,A1763,us-west-2
2023-03-10,Lambda,23.95,A9833,eu-central-1
2023-03-10,CloudWatch,171.53,A6578,eu-central-1
2023-03-10,S3,184.07,A1340,us-west-2
2023-03-10,EC2,190.34,A9159,us-east-1
2023-03-10,S3,190.8,A2464,us-west-2
2023-03-10,RDS,156.59,A5051,us-west-2
2023-03-10,EC2,117.95,A8196,eu-central-1
2023-03-10,CloudWatch,51.31,A4225,eu-central-1
2023-03-10,CloudWatch,128.04,A2077,us-east-1
2023-03-11,Lambda,119.46,A1701,eu-central-1
2023-03-11,RDS,108.88,A1617,us-west-2
2023-03-11,CloudWatch,33.16,A1632,eu-central-1
2023-03-11,S3,176.26,A9504,us-west-2
2023-03-11,CloudWatch,50.2,A7444,eu-central-1
2023-03-11,CloudWatch,120.32,A1789,us-west-2
2023-03-11,S3,161.59,A9572,us-west-2
2023-03-11,S3,25.74,A2208,us-west-2
2023-03-12,EC2,28.36,A7986,us-west-2
2023-03-12,S3,40.44,A8848,us-east-1
2023-03-12,RDS,39.04,A1353,us-east-1
2023-03-12,CloudWatch,191.51,A7479,us-east-1
2023-03-12,RDS,130.77,A3319,eu-central-1
2023-03-12,S3,198.84,A7347,us-east-1
2023-03-12,EC2,5.04,A5105,us-east-1
2023-03-12,S3,133.72,A7533,us-east-1
2023-03-12,Lambda,117.09,A4775,eu-central-1
2023-03-12,S3,117.13,A5933,eu-central-1
2023-03-12,S3,150.84,A6110,us-west-2
2023-03-12,S3,197.81,A1477,eu-central-1
2023-03-12,S3,142.7,A3050,us-east-1
2023-03-13,RDS,183.53,A3912,us-east-1
2023-03-13,EC2,103.0,A2120,us-east-1
2023-03-13,EC2,135.39,A1059,us-east-1
2023-03-13,S3,113.69,A1437,us-east-1
2023-03-13,EC2,16.15,A7538,us-east-1
2023-03-13,Lambda,120.33,A7067,us-west-2
2023-03-13,CloudWatch,134.94,A1916,us-east-1
2023-03-13,Lambda,183.08,A2844,us-west-2
2023-03-13,EC2,147.48,A1580,us-east-1
2023-03-13,EC2,123.1,A7704,us-west-2
2023-03-13,CloudWatch,122.34,A1427,eu-central-1
2023-03-13,RDS,130.11,A9704,us-west-2
2023-03-14,RDS,170.63,A5813,eu-central-1
2023-03-14,Lambda,22.7,A7128,eu-central-1
2023-03-14,Lambda,48.57,A2886,us-east-1
2023-03-14,EC2,129.85,A3625,us-east-1
2023-03-14,EC2,183.57,A9389,eu-central-1
2023-03-14,EC2,126.25,A7004,eu-central-1
2023-03-14,S3,89.1,A9270,eu-central-1
2023-03-14,Lambda,148.48,A1496,us-east-1
2023-03-14,RDS,105.91,A4504,us-east-1
2023-03-14,EC2,86.24,A9608,us-west-2
2023-03-14,Lambda,30.86,A1140,eu-central-1
2023-03-14,EC2,118.46,A9711,eu-central-1
2023-03-14,S3,170.55,A2806,us-west-2
2023-03-14,Lambda,168.02,A4491,eu-central-1
2023-03-15,S3,92.54,A2156,eu-central-1
2023-03-15,EC2,105.51,A1059,eu-central-1
2023-03-15,EC2,29.13,A9646,us-west-2
2023-03-15,Lambda,173.98,A1093,us-west-2
2023-03-15,CloudWatch,22.57,A7626,us-west-2
2023-03-15,EC2,165.12,A6174,us-east-1
2023-03-15,RDS,8.01,A6547,us-east-1
2023-03-16,CloudWatch,69.78,A7908,us-west-2
2023-03-16,EC2,127.36,A2473,us-west-2
2023-03-16,CloudWatch,114.51,A8416,us-east-1
2023-03-16,RDS,7.45,A8531,eu-central-1
2023-03-16,S3,172.39,A5374,us-east-1
2023-03-16,EC2,28.43,A6975,us-west-2
2023-03-16,CloudWatch,171.38,A9354,us-west-2
2023-03-16,RDS,122.1,A7883,eu-central-1
2023-03-16,CloudWatch,106.75,A2577,eu-central-1
2023-03-16,EC2,132.77,A6781,us-west-2
2023-03-17,CloudWatch,190.76,A2421,us-east-1
2023-03-17,RDS,74.34,A8365,eu-central-1
2023-03-17,EC2,59.17,A2447,us-west-2
2023-03-17,EC2,110.46,A7763,us-east-1
2023-03-17,RDS,140.58,A6357,us-east-1
2023-03-17,CloudWatch,128.19,A6510,us-east-1
2023-03-17,S3,99.85,A8370,us-west-2
2023-03-17,RDS,96.73,A4700,us-west-2
2023-03-17,Lambda,9.91,A4934,eu-central-1
2023-03-17,EC2,96.12,A4351,us-east-1
2023-03-18,CloudWatch,158.07,A1279,us-east-1
2023-03-18,RDS,142.72,A2571,us-west-2
2023-03-18,S3,92.93,A6818,us-west-2
2023-03-18,EC2,77.38,A1896,eu-central-1
2023-03-18,Lambda,29.35,A3702,eu-central-1
2023-03-18,EC2,160.65,A8440,eu-central-1
2023-03-19,CloudWatch,168.1,A7724,eu-central-1
2023-03-19,RDS,150.44,A8887,us-east-1
2023-03-19,Lambda,64.83,A3726,us-east-1
2023-03-19,CloudWatch,27.3,A9152,eu-central-1
2023-03-19,RDS,125.38,A3417,us-east-1
2023-03-19,RDS,86.63,A3223,us-east-1
2023-03-19,Lambda,154.95,A5359,us-east-1
2023-03-19,RDS,150.04,A8660,us-west-2
2023-03-19,S3,167.02,A7964,us-east-1
2023-03-20,CloudWatch,94.63,A1881,eu-central-1
2023-03-20,Lambda,35.97,A4725,eu-central-1
2023-03-20,EC2,100.44,A1041,eu-central-1
2023-03-20,S3,183.92,A7025,us-east-1
2023-03-20,S3,15.86,A2862,eu-central-1
2023-03-20,Lambda,162.92,A6210,us-east-1
2023-03-20,RDS,152.69,A9870,us-west-2
2023-03-20,CloudWatch,158.18,A4076,us-west-2
2023-03-20,S3,151.5,A9232,us-east-1
2023-03-20,S3,61.33,A7219,us-west-2
2023-03-20,EC2,58.27,A7389,us-west-2
2023-03-20,CloudWatch,8.05,A4483,us-west-2
2023-03-20,EC2,102.86,A9619,us-west-2
2023-03-20,RDS,192.13,A1386,us-west-2
2023-03-21,EC2,124.19,A6844,us-west-2
2023-03-21,S3,187.32,A7630,us-east-1
2023-03-21,S3,118.19,A7763,us-east-1
2023-03-21,Lambda,84.58,A7527,us-west-2
2023-03-21,Lambda,159.5,A5275,eu-central-1
2023-03-21,EC2,133.28,A4611,eu-central-1
2023-03-21,RDS,191.57,A7348,us-west-2
2023-03-21,RDS,181.6,A5458,eu-central-1
2023-03-21,CloudWatch,24.34,A7935,us-west-2
2023-03-21,EC2,140.1,A8733,us-west-2
2023-03-21,S3,187.26,A2092,us-east-1
2023-03-21,RDS,145.35,A8706,us-west-2
2023-03-21,S3,97.16,A4230,eu-central-1
2023-03-21,EC2,26.77,A7107,eu-central-1
2023-03-21,S3,15.09,A3773,us-east-1
2023-03-22,Lambda,97.86,A8475,us-west-2
2023-03-22,RDS,56.78,A4823,us-east-1
2023-03-22,Lambda,83.49,A3252,eu-central-1
2023-03-22,S3,156.56,A1766,us-east-1
2023-03-22,RDS,80.72,A2639,us-east-1
2023-03-22,EC2,24.09,A4798,eu-central-1
2023-03-22,RDS,15.32,A7600,eu-central-1
2023-03-22,S3,136.8,A1102,eu-central-1
2023-03-22,Lambda,124.79,A1573,us-east-1
2023-03-23,S3,104.38,A7445,eu-central-1
2023-03-23,Lambda,185.53,A8589,us-west-2
2023-03-23,RDS,93.86,A5317,eu-central-1
2023-03-23,RDS,35.27,A6229,us-west-2
2023-03-23,CloudWatch,40.41,A2794,us-east-1
2023-03-23,EC2,78.32,A7687,us-east-1
2023-03-23,S3,18.62,A3326,eu-central-1
2023-03-23,S3,42.04,A4839,eu-central-1
2023-03-24,RDS,159.18,A1222,us-east-1
2023-03-24,RDS,149.34,A5980,us-west-2
2023-03-24,RDS,187.85,A2497,us-west-2
2023-03-24,EC2,89.73,A5427,us-east-1
2023-03-24,EC2,139.36,A7523,us-east-1
2023-03-24,Lambda,136.58,A4472,us-east-1
2023-03-24,Lambda,127.24,A6184,us-east-1
2023-03-25,Lambda,20.7,A3679,eu-central-1
2023-03-25,EC2,184.1,A9619,us-east-1
2023-03-25,S3,141.98,A2662,us-east-1
2023-03-25,CloudWatch,91.71,A3437,us-west-2
2023-03-25,Lambda,129.24,A4650,us-east-1
2023-03-25,RDS,140.93,A3308,us-east-1
2023-03-25,S3,5.92,A4891,us-east-1
2023-03-25,Lambda,153.53,A8170,us-east-1
2023-03-25,EC2,24.48,A8432,us-west-2
2023-03-25,CloudWatch,58.21,A8055,us-west-2
2023-03-26,CloudWatch,146.86,A5879,us-west-2
2023-03-26,EC2,159.46,A2948,us-east-1
2023-03-26,Lambda,162.86,A2998,eu-central-1
2023-03-26,EC2,149.43,A4483,us-east-1
2023-03-26,Lambda,190.79,A3296,eu-central-1
2023-03-27,EC2,146.16,A6954,eu-central-1
2023-03-27,EC2,170.45,A4549,us-east-1
2023-03-27,EC2,143.01,A9326,us-west-2
2023-03-27,EC2,5.27,A4748,us-west-2
2023-03-27,CloudWatch,163.41,A5336,us-east-1
2023-03-27,S3,103.85,A3430,us-west-2
2023-03-27,RDS,86.18,A3305,us-east-1
2023-03-27,RDS,35.27,A6452,us-east-1
2023-03-27,S3,75.78,A7575,us-west-2
2023-03-27,S3,188.42,A6345,us-east-1
2023-03-27,CloudWatch,27.17,A3746,us-east-1
2023-03-27,Lambda,123.07,A9789,us-west-2
2023-03-28,EC2,146.99,A3289,eu-central-1
2023-03-28,EC2,186.49,A5764,us-west-2
2023-03-28,EC2,63.02,A5320,us-east-1
2023-03-28,CloudWatch,56.11,A5483,us-east-1
2023-03-28,Lambda,134.4,A4657,us-west-2
2023-03-28,S3,36.32,A5041,us-west-2
2023-03-28,CloudWatch,175.65,A3166,eu-central-1
2023-03-28,RDS,134.99,A7805,eu-central-1
2023-03-29,EC2,112.35,A1664,us-east-1
2023-03-29,RDS,21.66,A4242,eu-central-1
2023-03-29,CloudWatch,45.96,A3836,us-east-1
2023-03-29,EC2,127.16,A6694,us-east-1
2023-03-29,Lambda,66.35,A3753,us-east-1
2023-03-29,CloudWatch,173.83,A8115,eu-central-1
2023-03-29,S3,151.04,A9479,us-west-2
2023-03-29,S3,156.82,A7578,us-east-1
2023-03-29,RDS,54.36,A5672,us-west-2
2023-03-29,RDS,197.18,A3463,us-west-2
2023-03-29,Lambda,61.8,A6787,us-west-2
2023-03-29,Lambda,197.37,A9277,eu-central-1
2023-03-29,CloudWatch,179.0,A3015,eu-central-1
2023-03-30,CloudWatch,65.53,A5885,us-west-2
2023-03-30,CloudWatch,167.46,A1905,us-west-2
2023-03-30,EC2,43.86,A3227,us-east-1
2023-03-30,RDS,6.24,A9114,eu-central-1
2023-03-30,RDS,196.78,A8932,eu-central-1
2023-03-30,S3,24.23,A1022,us-east-1
2023-03-30,Lambda,25.59,A9956,us-west-2
2023-03-31,RDS,106.06,A2400,us-west-2
2023-03-31,Lambda,91.33,A2319,us-east-1
2023-03-31,RDS,111.82,A1992,us-west-2
2023-03-31,Lambda,152.28,A9002,us-east-1
2023-03-31,RDS,108.9,A6729,us-east-1
2023-03-31,CloudWatch,98.2,A4704,eu-central-1
2023-03-31,RDS,100.45,A5361,eu-central-1
2023-03-31,RDS,125.79,A8196,us-west-2
2023-04-01,Lambda,157.17,A9520,eu-central-1
2023-04-01,Lambda,153.05,A3069,us-west-2
2023-04-01,RDS,21.95,A5315,eu-central-1
2023-04-01,EC2,99.21,A7147,eu-central-1
2023-04-01,S3,47.15,A1579,eu-central-1
2023-04-01,CloudWatch,11.58,A7986,eu-central-1
2023-04-01,CloudWatch,14.56,A6751,us-west-2
2023-04-01,CloudWatch,157.18,A8277,us-west-2
2023-04-01,EC2,53.74,A2574,us-east-1
2023-04-01,CloudWatch,131.88,A9596,eu-central-1
2023-04-01,S3,173.08,A9766,us-east-1
2023-04-01,CloudWatch,167.54,A5102,us-east-1
2023-04-01,RDS,96.68,A6630,us-west-2
2023-04-01,CloudWatch,129.61,A1474,us-east-1
2023-04-02,CloudWatch,107.96,A1132,eu-central-1
2023-04-02,EC2,129.2,A1408,eu-central-1
2023-04-02,EC2,124.35,A8827,eu-central-1
2023-04-02,Lambda,185.43,A4737,eu-central-1
2023-04-02,RDS,193.73,A9390,us-west-2
2023-04-02,S3,140.19,A4361,us-east-1
2023-04-02,EC2,11.65,A2646,eu-central-1
2023-04-02,CloudWatch,22.21,A4214,eu-central-1
2023-04-02,Lambda,109.59,A8874,us-west-2
2023-04-02,S3,94.03,A3641,eu-central-1
2023-04-02,RDS,63.81,A7389,us-west-2
2023-04-02,RDS,129.25,A5259,us-west-2
2023-04-03,EC2,26.02,A4300,eu-central-1
2023-04-03,EC2,52.61,A5930,eu-central-1
2023-04-03,EC2,164.38,A2033,eu-central-1
2023-04-03,RDS,100.21,A7344,eu-central-1
2023-04-03,Lambda,83.99,A9013,us-west-2
2023-04-03,CloudWatch,115.77,A8437,us-west-2
2023-04-03,Lambda,144.79,A2701,us-east-1
2023-04-03,EC2,35.08,A9785,us-east-1
2023-04-03,S3,41.63,A8407,us-east-1
2023-04-03,RDS,166.8,A6722,us-east-1
2023-04-03,S3,66.44,A5376,eu-central-1
2023-04-04,S3,62.78,A1629,eu-central-1
2023-04-04,EC2,171.97,A4272,us-east-1
2023-04-04,EC2,67.06,A7519,us-west-2
2023-04-04,Lambda,161.05,A3317,us-east-1
2023-04-04,CloudWatch,154.31,A3237,us-east-1
2023-04-04,Lambda,12.21,A1464,eu-central-1
2023-04-04,S3,172.99,A3981,us-east-1
2023-04-05,CloudWatch,176.43,A8444,eu-central-1
2023-04-05,CloudWatch,34.95,A4565,us-east-1
2023-04-05,RDS,160.82,A5848,eu-central-1
2023-04-05,CloudWatch,150.84,A1542,us-west-2
2023-04-05,EC2,185.58,A3517,us-east-1
2023-04-05,CloudWatch,125.64,A8223,eu-central-1
2023-04-05,EC2,15.9,A8170,us-west-2
2023-04-05,Lambda,146.41,A9446,us-east-1
2023-04-05,EC2,176.79,A5652,eu-central-1
2023-04-05,S3,169.6,A8421,eu-central-1
2023-04-05,CloudWatch,8.0,A9260,us-west-2
2023-04-05,RDS,75.71,A4261,us-east-1
2023-04-05,RDS,14.89,A9846,us-east-1
2023-04-05,RDS,104.39,A6765,us-east-1
2023-04-05,S3,136.61,A2823,eu-central-1
2023-04-06,RDS,113.01,A9140,us-west-2
2023-04-06,CloudWatch,67.48,A8854,us-west-2
2023-04-06,CloudWatch,21.19,A1859,eu-central-1
2023-04-06,RDS,100.64,A3256,eu-central-1
2023-04-06,Lambda,54.02,A5407,eu-central-1
2023-04-06,RDS,176.62,A5820,us-east-1
2023-04-06,S3,39.16,A5029,us-east-1
2023-04-07,CloudWatch,161.85,A6073,eu-central-1
2023-04-07,CloudWatch,151.97,A5648,us-east-1
2023-04-07,CloudWatch,38.63,A9559,us-west-2
2023-04-07,EC2,111.09,A5689,eu-central-1
2023-04-07,CloudWatch,54.09,A8686,us-west-2
2023-04-08,RDS,118.7,A8217,eu-central-1
2023-04-08,S3,188.55,A9980,eu-central-1
2023-04-08,EC2,62.03,A9086,us-east-1
2023-04-08,RDS,96.06,A7552,eu-central-1
2023-04-08,RDS,93.84,A2391,us-east-1
2023-04-08,S3,172.88,A3992,us-east-1
2023-04-08,EC2,47.05,A4213,us-west-2
2023-04-08,CloudWatch,139.2,A6662,us-west-2
2023-04-08,CloudWatch,48.55,A6523,eu-central-1
2023-04-08,EC2,119.56,A4308,us-east-1
2023-04-08,Lambda,17.5,A6209,eu-central-1
2023-04-08,Lambda,10.41,A2713,us-west-2
2023-04-09,Lambda,102.45,A5913,eu-central-1
2023-04-09,S3,85.01,A3341,eu-central-1
2023-04-09,CloudWatch,175.78,A3830,eu-central-1
2023-04-09,CloudWatch,21.1,A5281,us-east-1
2023-04-09,EC2,91.58,A8875,eu-central-1
2023-04-09,Lambda,119.49,A5004,us-east-1
2023-04-09,RDS,126.97,A6569,us-east-1
2023-04-09,Lambda,65.47,A2239,eu-central-1
2023-04-09,S3,99.71,A8798,us-west-2
2023-04-10,S3,99.07,A3035,eu-central-1
2023-04-10,EC2,166.17,A8626,us-west-2
2023-04-10,Lambda,144.23,A4277,eu-central-1
2023-04-10,S3,193.76,A5902,us-east-1
2023-04-10,S3,81.69,A2535,us-east-1
2023-04-10,S3,118.22,A2758,us-west-2
2023-04-10,RDS,172.84,A1526,eu-central-1
2023-04-11,S3,166.31,A9222,eu-central-1
2023-04-11,EC2,47.16,A9547,eu-central-1
2023-04-11,S3,108.99,A4825,us-east-1
2023-04-11,EC2,62.66,A7410,us-east-1
2023-04-11,CloudWatch,125.23,A6557,eu-central-1
2023-04-11,S3,120.26,A2395,us-east-1
2023-04-12,Lambda,191.37,A9562,us-east-1
2023-04-12,S3,31.75,A5291,us-east-1
2023-04-12,EC2,197.85,A4096,us-east-1
2023-04-12,CloudWatch,40.09,A1291,us-west-2
2023-04-12,CloudWatch,80.02,A4259,us-east-1
2023-04-13,CloudWatch,74.21,A7352,us-east-1
2023-04-13,RDS,88.93,A7298,us-east-1
2023-04-13,CloudWatch,45.98,A5684,eu-central-1
2023-04-13,Lambda,152.75,A3986,us-west-2
2023-04-13,S3,44.35,A7212,eu-central-1
2023-04-13,Lambda,146.23,A7409,us-east-1
2023-04-13,RDS,134.7,A8103,us-west-2
2023-04-13,S3,113.47,A3666,us-east-1
2023-04-13,S3,140.97,A4698,us-east-1
2023-04-13,EC2,8.6,A3621,eu-central-1
2023-04-13,S3,11.58,A3952,eu-central-1
2023-04-13,EC2,180.68,A3835,eu-central-1
2023-04-13,EC2,33.77,A3448,us-east-1
2023-04-13,EC2,165.03,A5800,eu-central-1
2023-04-14,RDS,186.65,A1156,us-west-2
2023-04-14,Lambda,114.61,A3330,us-west-2
2023-04-14,CloudWatch,198.37,A3665,us-west-2
2023-04-14,CloudWatch,13.79,A5004,us-west-2
2023-04-14,S3,83.15,A8794,us-west-2
2023-04-14,EC2,70.98,A7168,us-west-2
2023-04-14,S3,53.84,A1488,eu-central-1
2023-04-14,EC2,138.32,A1296,us-east-1
2023-04-14,RDS,84.32,A1635,us-west-2
2023-04-15,S3,47.06,A5179,us-west-2
2023-04-15,EC2,105.82,A5691,us-east-1
2023-04-15,Lambda,145.34,A3187,us-west-2
2023-04-15,CloudWatch,195.88,A4177,us-east-1
2023-04-15,CloudWatch,81.13,A7344,eu-central-1
2023-04-15,RDS,86.16,A4087,us-west-2
2023-04-15,EC2,124.52,A6564,us-east-1
2023-04-15,EC2,161.25,A5450,us-east-1
2023-04-16,CloudWatch,80.2,A3246,eu-central-1
2023-04-16,S3,164.18,A7268,eu-central-1
2023-04-16,Lambda,70.88,A3249,eu-central-1
2023-04-16,EC2,82.85,A7950,us-east-1
2023-04-16,EC2,178.97,A9218,us-west-2
2023-04-16,S3,53.86,A1206,eu-central-1
2023-04-16,CloudWatch,152.75,A3180,us-west-2
2023-04-17,S3,169.83,A8125,eu-central-1
2023-04-17,EC2,132.05,A9719,eu-central-1
2023-04-17,Lambda,40.38,A5998,us-west-2
2023-04-17,Lambda,127.65,A4913,eu-central-1
2023-04-17,CloudWatch,56.33,A2414,us-west-2
2023-04-17,CloudWatch,46.54,A2264,eu-central-1
2023-04-18,Lambda,146.82,A4049,us-east-1
2023-04-18,CloudWatch,88.65,A5257,eu-central-1
2023-04-18,EC2,22.77,A9744,us-east-1
2023-04-18,S3,61.74,A6144,eu-central-1
2023-04-18,S3,104.62,A3414,eu-central-1
2023-04-18,S3,57.14,A5157,us-east-1
2023-04-18,S3,51.57,A3361,eu-central-1
2023-04-18,Lambda,185.27,A8406,us-east-1
2023-04-18,Lambda,167.92,A7511,eu-central-1
2023-04-18,S3,123.57,A4741,eu-central-1
2023-04-18,EC2,73.44,A4834,eu-central-1
2023-04-18,CloudWatch,129.06,A6704,us-west-2
2023-04-18,EC2,100.08,A2529,us-west-2
2023-04-19,S3,100.94,A2383,us-west-2
2023-04-19,CloudWatch,22.06,A9015,us-east-1
2023-04-19,RDS,87.86,A9971,eu-central-1
2023-04-19,EC2,27.95,A3999,us-west-2
2023-04-19,S3,145.9,A9323,us-east-1
2023-04-19,EC2,15.3,A7717,us-west-2
2023-04-19,S3,160.99,A9642,eu-central-1
2023-04-19,Lambda,8.35,A7951,us-east-1
2023-04-19,RDS,102.45,A4462,eu-central-1
2023-04-19,S3,181.39,A9467,us-east-1
2023-04-20,S3,119.74,A1997,us-west-2
